link_id,party_id,master_entity_id,link_type,link_decision,confidence_score,confidence_tier,avg_score_with_peers,best_score_with_peer,num_matches,num_differences,num_hard_blocks,attribute_match_ratio,created_at,rec_start_date,rec_end_date,is_current
be889622-5d5a-4e29-8659-b2f114cc5086,SP_Smile_policy_member_PM006,ENTITY_0015,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.347400,2026-04-01T07:33:42.347406,,True
63a56f87-9df3-4585-900d-8e62db1f0855,SP_SmartPlus_quote_member_QM009,ENTITY_0016,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.349972,2026-04-01T07:33:42.349990,,True
1fdc8276-c759-4b66-81dd-6a61f0211195,SP_Smile_policy_member_PM009,ENTITY_0016,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.352227,2026-04-01T07:33:42.352236,,True
85910339-35b3-41dd-baab-9623413be16a,SP_SmartPlus_quote_member_QM010,ENTITY_0017,SINGLETON,SINGLETON,1.0,,,,0,0,0,,2026-04-01T07:33:42.352242,2026-04-01T07:33:42.352243,,True
d7dbdb64-e42f-4426-b9bc-135b9f8bae06,SP_SmartPlus_quote_member_QM011,ENTITY_0018,SINGLETON,SINGLETON,1.0,,,,0,0,0,,2026-04-01T07:33:42.352248,2026-04-01T07:33:42.352249,,True
47d50d45-95a1-449d-94ce-126c8896a2ff,SP_SmartPlus_quote_member_QM012,ENTITY_0019,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,6,1,0,0.8571,2026-04-01T07:33:42.353753,2026-04-01T07:33:42.353755,,True
27e12c41-dc79-4602-bb3d-ae4402fc4c3b,SP_Smile_policy_member_PM010,ENTITY_0019,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,6,1,0,0.8571,2026-04-01T07:33:42.355435,2026-04-01T07:33:42.355439,,True
68bc9818-d28f-4775-855e-df025dfe3f61,SP_SmartPlus_quote_member_QM013,ENTITY_0020,HARD_LINK,MUST_MERGE,0.85,MEDIUM,0.85,0.85,5,2,0,0.7143,2026-04-01T07:33:42.357423,2026-04-01T07:33:42.357428,,True
c27d8bd3-603f-4680-9819-bbab33b9571e,SP_Smile_policy_member_PM011,ENTITY_0020,HARD_LINK,MUST_MERGE,0.85,MEDIUM,0.85,0.85,5,2,0,0.7143,2026-04-01T07:33:42.359116,2026-04-01T07:33:42.359121,,True
5e312538-a3d7-4d82-9810-47c0a7118f24,SP_SmartPlus_quote_member_QM015,ENTITY_0021,SINGLETON,SINGLETON,1.0,,,,0,0,0,,2026-04-01T07:33:42.359127,2026-04-01T07:33:42.359128,,True
b0fa10ca-3c36-4a38-8bf5-15679058868e,SP_SmartPlus_quote_member_QM016,ENTITY_0022,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,14,0,0,1.0,2026-04-01T07:33:42.361809,2026-04-01T07:33:42.361813,,True
c7a4b0f5-9515-441b-9070-39691e134a95,SP_SmartPlus_quote_member_QM017,ENTITY_0022,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,14,0,0,1.0,2026-04-01T07:33:42.365229,2026-04-01T07:33:42.365235,,True
d892e3b4-9e4d-41c2-87a7-5b078558b393,SP_Smile_policy_member_PM014,ENTITY_0022,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,14,0,0,1.0,2026-04-01T07:33:42.367836,2026-04-01T07:33:42.367840,,True
9e88b5f7-73f8-4496-88fe-363e369804d1,SP_SmartPlus_quote_member_QM018,ENTITY_0023,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.369054,2026-04-01T07:33:42.369056,,True
e6a0c411-e4ae-40ad-9308-3544c37b628a,SP_Smile_policy_member_PM016,ENTITY_0023,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.370283,2026-04-01T07:33:42.370284,,True
88077f75-af78-4d81-85cf-38a2f7c24941,SP_SmartPlus_quote_member_QM019,ENTITY_0024,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.372171,2026-04-01T07:33:42.372175,,True
1b41d8bf-b9ed-4033-a805-6e80e88e409a,SP_Smile_policy_member_PM017,ENTITY_0024,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.375087,2026-04-01T07:33:42.375095,,True
68091f78-a042-4b39-94f1-1562f626dcb1,SP_SmartPlus_quote_member_QM020,ENTITY_0025,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.376854,2026-04-01T07:33:42.376859,,True
be347a41-0608-4154-8380-79871e54a6f2,SP_Smile_policy_member_PM018,ENTITY_0025,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.378381,2026-04-01T07:33:42.378384,,True
411bd69b-e1a9-490e-b1b5-aae11a736427,SP_SmartPlus_quote_member_QM021,ENTITY_0026,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.380740,2026-04-01T07:33:42.380754,,True
45032fc0-fb48-454d-a561-8896468accc4,SP_Smile_policy_member_PM019,ENTITY_0026,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.382946,2026-04-01T07:33:42.382963,,True
66c808ec-ba7a-4a0c-8992-419396a39c7c,SP_SmartPlus_quote_member_QM022,ENTITY_0027,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.388465,2026-04-01T07:33:42.388495,,True
6095cce3-e05b-404e-b382-b7a978d61edb,SP_Smile_policy_member_PM020,ENTITY_0027,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.402734,2026-04-01T07:33:42.402748,,True
103b922c-f390-41ac-a8f1-ae27cd41e235,SP_SmartPlus_quote_member_QM023,ENTITY_0028,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.405739,2026-04-01T07:33:42.405747,,True
eb7e60b8-45d5-4623-a072-3190824c4c5d,SP_Smile_policy_member_PM021,ENTITY_0028,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.408364,2026-04-01T07:33:42.408370,,True
fe49d455-b510-466b-bbf2-4c43e1fafc8f,SP_SmartPlus_quote_member_QM024,ENTITY_0029,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.409786,2026-04-01T07:33:42.409789,,True
11cf8fa5-935c-4ee5-bfb9-e8ff7126a1ab,SP_Smile_policy_member_PM022,ENTITY_0029,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.411164,2026-04-01T07:33:42.411167,,True
a0bcd95a-810f-4a8b-8190-318c8818ba93,SP_SmartPlus_quote_member_QM025,ENTITY_0030,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.413332,2026-04-01T07:33:42.413337,,True
e0e280c1-f487-467f-ab38-8b8fdeb3368d,SP_Smile_policy_member_PM023,ENTITY_0030,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.414800,2026-04-01T07:33:42.414806,,True
19064be0-7b9e-4fc5-9a80-ca931a420a22,SP_SmartPlus_quote_member_QM026,ENTITY_0031,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.416374,2026-04-01T07:33:42.416381,,True
b475ecda-788d-457d-9b59-427e96615ba5,SP_Smile_policy_member_PM024,ENTITY_0031,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.417669,2026-04-01T07:33:42.417672,,True
0473c195-9c64-4213-809c-58ea299b6d7a,SP_SmartPlus_quote_member_QM027,ENTITY_0032,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.418928,2026-04-01T07:33:42.418929,,True
c7b7662b-3c7d-46a5-8f4c-e3bac713d118,SP_Smile_policy_member_PM025,ENTITY_0032,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.420196,2026-04-01T07:33:42.420198,,True
8e9497c9-2d7c-4c42-99dc-9977e1dfefc3,SP_SmartPlus_quote_member_QM028,ENTITY_0033,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.422977,2026-04-01T07:33:42.422982,,True
0fb11acc-33bc-419a-8447-14f69fdd1f58,SP_Smile_policy_member_PM026,ENTITY_0033,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.425142,2026-04-01T07:33:42.425148,,True
e6565845-aa75-4d08-ad24-eb6fd3a66c28,SP_SmartPlus_quote_member_QM029,ENTITY_0034,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.426825,2026-04-01T07:33:42.426828,,True
cdcacb19-c342-48c4-acd8-2b3378c371b6,SP_Smile_policy_member_PM027,ENTITY_0034,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.430074,2026-04-01T07:33:42.430081,,True
8cd9a0cf-4500-4eba-ac5d-a8368e17fc2f,SP_SmartPlus_quote_member_QM030,ENTITY_0035,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.431935,2026-04-01T07:33:42.431940,,True
c2bed583-e85d-463a-80e2-d00134e78afd,SP_Smile_policy_member_PM028,ENTITY_0035,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.433228,2026-04-01T07:33:42.433230,,True
3defca35-8fc1-4033-bd20-d580d4e6feaf,SP_SmartPlus_quote_member_QM031,ENTITY_0036,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.434583,2026-04-01T07:33:42.434584,,True
c65025b2-ff27-4a67-8980-6c7861049178,SP_Smile_policy_member_PM029,ENTITY_0036,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.436005,2026-04-01T07:33:42.436009,,True
f1e3a13b-7016-4dfc-ae16-36ddff5d7300,SP_SmartPlus_quote_member_QM032,ENTITY_0037,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.437393,2026-04-01T07:33:42.437394,,True
588edf31-d5e2-4c53-bc0f-02ce63bc7444,SP_Smile_policy_member_PM030,ENTITY_0037,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.438724,2026-04-01T07:33:42.438726,,True
b7145021-89f7-4644-8891-2ee32713d029,SP_SmartPlus_quote_member_QM033,ENTITY_0038,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.440999,2026-04-01T07:33:42.441004,,True
85e9b203-f99d-4617-8e4e-92e2af331fe1,SP_Smile_policy_member_PM031,ENTITY_0038,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.442469,2026-04-01T07:33:42.442472,,True
16c703fb-0f22-44f4-8d2a-f997bf006737,SP_SmartPlus_quote_member_QM034,ENTITY_0039,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.443911,2026-04-01T07:33:42.443914,,True
7bb34775-89ab-4dbb-8e7e-6fc4892efe5b,SP_Smile_policy_member_PM032,ENTITY_0039,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.445415,2026-04-01T07:33:42.445417,,True
43f8b5c6-889c-447f-8866-2cad1d749888,SP_SmartPlus_quote_member_QM035,ENTITY_0040,SINGLETON,SINGLETON,1.0,,,,0,0,0,,2026-04-01T07:33:42.445422,2026-04-01T07:33:42.445423,,True
e6f425d6-37c2-404a-bee4-cc2cdcc2e992,SP_SmartPlus_quote_member_QM036,ENTITY_0041,SINGLETON,SINGLETON,1.0,,,,0,0,0,,2026-04-01T07:33:42.445426,2026-04-01T07:33:42.445427,,True
d53411db-e607-459f-99ca-bf1ce670f150,SP_SmartPlus_quote_member_QM037,ENTITY_0042,SINGLETON,SINGLETON,1.0,,,,0,0,0,,2026-04-01T07:33:42.445433,2026-04-01T07:33:42.445434,,True
077fa730-df22-40ce-8a10-d987ea975ebb,SP_SmartPlus_quote_member_QM038,ENTITY_0043,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.446809,2026-04-01T07:33:42.446813,,True
587c7992-88b8-432c-893c-d2d60e0da41b,SP_Smile_policy_member_PM033,ENTITY_0043,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.448157,2026-04-01T07:33:42.448158,,True
b4312f2b-294c-4043-8de9-f33ee6fff500,SP_SmartPlus_quote_member_QM039,ENTITY_0044,SINGLETON,SINGLETON,1.0,,,,0,0,0,,2026-04-01T07:33:42.448162,2026-04-01T07:33:42.448163,,True
c189b290-db78-4d3e-b28f-de9af679a766,SP_SmartPlus_quote_member_QM040,ENTITY_0045,SINGLETON,SINGLETON,1.0,,,,0,0,0,,2026-04-01T07:33:42.448167,2026-04-01T07:33:42.448168,,True
510370e4-b4fa-4a75-849b-246da9acae0a,SP_SmartPlus_quote_member_QM041,ENTITY_0046,SINGLETON,SINGLETON,1.0,,,,0,0,0,,2026-04-01T07:33:42.448171,2026-04-01T07:33:42.448172,,True
7b64652b-55a4-4e29-bdad-4c3aae724208,SP_SmartPlus_quote_member_QM042,ENTITY_0047,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,6,1,0,0.8571,2026-04-01T07:33:42.449547,2026-04-01T07:33:42.449549,,True
9b81b909-457e-41ed-99c1-0938a8cc8752,SP_Smile_policy_member_PM034,ENTITY_0047,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,6,1,0,0.8571,2026-04-01T07:33:42.450896,2026-04-01T07:33:42.450897,,True
526aab28-fad4-4028-a361-3e047500e0b5,SP_SmartPlus_quote_member_QM043,ENTITY_0048,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.452116,2026-04-01T07:33:42.452117,,True
bd6f3e61-d593-4c61-b36f-8aba80ec4e21,SP_Smile_policy_member_PM035,ENTITY_0048,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.453337,2026-04-01T07:33:42.453338,,True
1f491f2b-b454-4455-a5b6-6f4b71bf009c,SP_SmartPlus_quote_member_QM044,ENTITY_0049,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.455691,2026-04-01T07:33:42.455696,,True
1889290a-9c39-4556-b8d1-9843ff445472,SP_Smile_policy_member_PM036,ENTITY_0049,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,7,0,0,1.0,2026-04-01T07:33:42.459886,2026-04-01T07:33:42.459893,,True
6c6fe9b3-3fcc-4eec-b023-2ce46537fc81,SP_SmartPlus_quote_member_QM045,ENTITY_0050,SINGLETON,SINGLETON,1.0,,,,0,0,0,,2026-04-01T07:33:42.459949,2026-04-01T07:33:42.459952,,True
cd096d56-80fc-4d67-a26b-eb20a053021f,SP_SmartPlus_quote_member_QM046,ENTITY_0051,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,6,1,0,0.8571,2026-04-01T07:33:42.463799,2026-04-01T07:33:42.463804,,True
4c3bf50b-000a-48b3-ba91-778affca0805,SP_Smile_policy_member_PM038,ENTITY_0051,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,6,1,0,0.8571,2026-04-01T07:33:42.465873,2026-04-01T07:33:42.465878,,True
7e9cb2eb-45de-4e2c-8b36-574789b45b70,SP_SmartPlus_quote_member_QM047,ENTITY_0052,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,6,1,0,0.8571,2026-04-01T07:33:42.467621,2026-04-01T07:33:42.467625,,True
519b09df-a4e8-4dfd-9fd2-7578c3b856d8,SP_SmartPlus_quote_member_QM048,ENTITY_0052,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,6,1,0,0.8571,2026-04-01T07:33:42.469173,2026-04-01T07:33:42.469176,,True
dab6de65-38be-49a5-b8ad-c41227129ce0,SP_SmartPlus_quote_member_QM049,ENTITY_0053,SINGLETON,SINGLETON,1.0,,,,0,0,0,,2026-04-01T07:33:42.469186,2026-04-01T07:33:42.469187,,True
9d9949a7-bae2-4cfd-8fae-705107f4e23a,SP_SmartPlus_quote_member_QM050,ENTITY_0054,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,6,1,0,0.8571,2026-04-01T07:33:42.470569,2026-04-01T07:33:42.470570,,True
0cd60897-c9a8-482e-a9bb-2ba699eac5f6,SP_Smile_policy_member_PM040,ENTITY_0054,HARD_LINK,MUST_MERGE,1.0,HIGH,1.0,1.0,6,1,0,0.8571,2026-04-01T07:33:42.471952,2026-04-01T07:33:42.471953,,True
6005edc7-cf53-425f-a235-d70b92aa7f6e,SP_SmartPlus_quote_member_QM051,ENTITY_0055,SINGLETON,SINGLETON,1.0,,,,0,0,0,,2026-04-01T07:33:42.471958,2026-04-01T07:33:42.471959,,True
f08acf65-0283-4d19-b125-594f38fc23b7,SP_SmartPlus_quote_member_QM052,ENTITY_0056,SINGLETON,SINGLETON,1.0,,,,0,0,0,,2026-04-01T07:33:42.471962,2026-04-01T07:33:42.471963,,True
2eda9565-d0e9-49d3-b9c6-272d880c663c,SP_SmartPlus_quote_member_QM053,ENTITY_0057,SINGLETON,SINGLETON,1.0,,,,0,0,0,,2026-04-01T07:33:42.471967,2026-04-01T07:33:42.471968,,True
ab24f786-7e32-4251-a76c-26bc0cc3192c,SP_SmartPlus_contact_person_CP001,ENTITY_0058,SINGLETON,SINGLETON,1.0,,,,0,0,0,,2026-04-01T07:33:42.471971,2026-04-01T07:33:42.471972,,True
5074b83c-6f74-40c1-b5f5-946f383479e8,SP_SmartPlus_contact_person_CP002,ENTITY_0059,SINGLETON,SINGLETON,1.0,,,,0,0,0,,2026-04-01T07:33:42.471975,2026-04-01T07:33:42.471976,,True
2717207a-551c-45ec-bc54-8c86bcc88f16,SP_SmartPlus_contact_person_CP003,ENTITY_0060,SINGLETON,SINGLETON,1.0,,,,0,0,0,,2026-04-01T07:33:42.471979,2026-04-01T07:33:42.471980,,True
5d00d47a-c073-48b4-9704-3a781e4564db,SP_SmartPlus_contact_person_CP004,ENTITY_0061,SINGLETON,SINGLETON,1.0,,,,0,0,0,,2026-04-01T07:33:42.471983,2026-04-01T07:33:42.471984,,True
441190fa-2404-42c6-8428-7a1d998d59f6,SP_SmartPlus_contact_person_CP005,ENTITY_0062,SINGLETON,SINGLETON,1.0,,,,0,0,0,,2026-04-01T07:33:42.471988,2026-04-01T07:33:42.471989,,True
bcdac8c2-7e9d-413c-9d2c-a5a841f9be1e,SP_Smile_policy_member_PM007,ENTITY_0063,SINGLETON,SINGLETON,1.0,,,,0,0,0,,2026-04-01T07:33:42.471992,2026-04-01T07:33:42.471993,,True
c90f9482-983d-4361-9f8b-61f98d7abc17,SP_Smile_policy_member_PM008,ENTITY_0064,SINGLETON,SINGLETON,1.0,,,,0,0,0,,2026-04-01T07:33:42.471996,2026-04-01T07:33:42.471997,,True
ca64fb7b-9e99-40d6-ac94-2216b5927e12,SP_Smile_policy_member_PM013,ENTITY_0065,SINGLETON,SINGLETON,1.0,,,,0,0,0,,2026-04-01T07:33:42.472001,2026-04-01T07:33:42.472001,,True
